Record ID,Device Name,Description,Manufacturer,Device Type,Physical Form,Processor / NPU,Memory / Storage,Official Website,Source,Source URL,Website Verified
device:igorrendulic/video-edge-ai-proxy,video-edge-ai-proxy,"A network of cameras, can be accessed through a simple GRPC interface, where Machine Learning algorithms can do various Computer Vision tasks",igorrendulic,AI Camera,Smart Camera Appliance,NVIDIA Jetson System-on-Module,,https://github.com/igorrendulic/video-edge-ai-proxy,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:omnixri/ntust_edgeai_2022,NTUST_EdgeAI_2022,臺灣科技大學資訊工程系人工智慧與邊緣運算實務 ( CS5149701 ) 2022課程講義及範例,OmniXRI,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/OmniXRI/NTUST_EdgeAI_2022,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:nullbyte91/intel-edge-ai-for-iot,Intel-Edge-AI-for-IoT,Intel® Distribution of OpenVINO™ Toolkit Examples and Optimization,nullbyte91,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/nullbyte91/Intel-Edge-AI-for-IoT,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:esa-philab/pynas,pynas,Evolutionary framework for edge AI deployment on satellites,ESA-PhiLab,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://sirbastiano.github.io/pynas-docs,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:vask006/hcv-v2x-predictive-risk-mitigation,hcv-v2x-predictive-risk-mitigation,"Edge AI and V2X proof-of-concept for predictive risk mitigation in heavy commercial vehicles using camera, GPS, telemetry, and real-time risk scoring.",Vask006,AI Camera,Smart Camera Appliance,,,https://anandkumars.com/projects,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:amhd/jamming-detection-in-iot-wireless-networks-an-edge-ai-based-approach,Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach,Jamming Detection in IoT Wireless Networks using TinyML -- Code and Dataset,AMHD,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/AMHD/Jamming-Detection-in-IoT-Wireless-Networks-An-Edge-AI-Based-Approach,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:yousiefsameh/vibecraft,VibeCraft,"VibeCraft is a cutting-edge AI-powered website builder that combines the latest web technologies with artificial intelligence to streamline the website creation process. Build, deploy, and manage beautiful websites with the power of AI.",YousiefSameh,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://vibe-craft-ten.vercel.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:prateeksawhney97/people-counter-application-using-intel-openvino-toolkit,People-Counter-Application-Using-Intel-OpenVINO-Toolkit,"The people counter application demonstrates how to create a smart video IoT solution using Intel® hardware and software tools. The app will detect people in a designated area, providing the number of people in the frame, average duration of people in frame, and total count. This project is a part of Intel Edge AI for IOT Developers Nanodegree program by udacity.",prateeksawhney97,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://youtu.be/E9hvkBaylk0,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:barrel-db/barrel,barrel,Barrel: the embeddable edge-AI database,barrel-db,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/barrel-db/barrel,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:zja0011/edgesentinel-visionops,edgesentinel-visionops,"Jetson Nano edge AI vision Agent Harness: real-time video analytics, MCP tools, event evidence, DeepSeek online/offline, secure recovery",zja0011,AI Wearable,Smart Wearable,NVIDIA Jetson System-on-Module,,https://zja0011.github.io/edgesentinel-visionops/video-gallery.html,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:dcmartin/open-horizon,open-horizon,Open source edge AI services,dcmartin,AI Accelerator / Edge Dev Kit,Single Board Computer,,,http://dcmartin.github.io/open-horizon,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:bryandong24/treehacks2026,treehacks2026,Nvidia Edge AI Track 1st Place @ Treehacks 2026,bryandong24,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/bryandong24/treehacks2026,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:etaending/signformer,Signformer,Signformer is all you need: Towards Edge AI for Sign Language,EtaEnding,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/EtaEnding/Signformer,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:thommaskevin/edgeai,EdgeAI,,thommaskevin,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/thommaskevin/EdgeAI,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:bhadreshpsavani/inteledgeainotes,IntelEdgeAINotes,Notes Intel Edge AI,bhadreshpsavani,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/bhadreshpsavani/IntelEdgeAINotes,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:attentiondotnet/ruview,Ruview,Perceive the world through signals. No cameras. No wearables. No Internet. Just physics.  π RuView is an edge AI perception system that learns directly from the environment around it.,attentiondotnet,AI Camera,Smart Camera Appliance,,,https://github.com/attentiondotnet/Ruview,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:cos301-se-2024/echo,ECHO,"ECHO is a Progressive Web App (PWA) that recommends music based entirely on your personal listening profile. It uses cutting-edge AI to explore abstract song characteristics, such as theme and mood, helping you discover new music you'll love.",COS301-SE-2024,AI Wearable,Smart Wearable,,,https://echo-bm8z.onrender.com,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:mmm1712/edge-ai-object-tracking-camera,edge-ai-object-tracking-camera,A local edge AI pan/tilt camera that detects and follows objects without using a laptop.,mmm1712,AI Camera,Smart Camera Appliance,,,https://github.com/mmm1712/edge-ai-object-tracking-camera,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:edge-ai-vision/dlcvtf2,dlcvtf2,Deep Learning for Computer Vision with TensorFlow 2.0,edge-ai-vision,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/edge-ai-vision/dlcvtf2,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:pomagrenate/pomaidb,pomaidb,"🧠 Predictable, embedded multimodal vector database & offline RAG engine for Edge AI (ARM64 / Zero-OOM). Built in C++20.",pomagrenate,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://pomaidb-web.vercel.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:cybernexusx/smart-iot-security-framework,Smart-IoT-Security-Framework,"This repository contains a Smart IoT Security Framework that incorporates AI-driven anomaly detection for IoT devices. Here's a comprehensive approach using Edge AI, Python, MQTT, and AWS IoT Core:",CyberNexusX,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/CyberNexusX/Smart-IoT-Security-Framework,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:rash023/mediquity,Mediquity,"A pinnacle of healthcare innovation, where cutting-edge AI meets compassionate care. Our platform is a symphony of precision and efficacy, harnessing the boundless potential of artificial intelligence to revolutionize wellness.",Rash023,AI Wearable,Smart Wearable,,,https://mediquity.vercel.app,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:devmonixtechnologies/recollab,recollab,"Recollab v3 represents a significant leap forward in collaborative document editing, building upon the solid foundation of v2 with cutting-edge AI capabilities, enhanced real-time collaboration, advanced performance optimizations, and enterprise-grade security features.",devmonixtechnologies,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/devmonixtechnologies/recollab,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:paulasilvatech/mastery-ai-apps-dev,Mastery-AI-Apps-Dev,Mastery AI Apps Dev Workshop: Jumpstart your journey into AI-powered app development! This hands-on workshop guides you through building real-world applications using cutting-edge AI tools and cloud technologies. Perfect for beginners and enthusiasts eager to turn ideas into powerful solutions. Join us and master the future of app development!,paulasilvatech,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/paulasilvatech/Mastery-AI-Apps-Dev,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:pjeena/customer_analytics_to_aid_marketing_campaigns-using-llm,Customer_analytics_to_aid_marketing_campaigns-using-LLM,"ReviewSense is a cutting-edge AI assistant tailored for the marketing department for any business which lists products at e-commerce websites. It streamlines the process of gaining crucial insights and feedback, generate summaries and advertisement, extract churned/repeat customers from customer reviews about a product in a user-friendly manner",pjeena,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/pjeena/Customer_analytics_to_aid_marketing_campaigns-using-LLM,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:lugan113/syntts-commands-official,SynTTS-Commands-Official,"SynTTS-Commands is a large-scale, multilingual (English & Chinese) synthetic speech command dataset designed for low-power Keyword Spotting (KWS) tasks. Generated using state-of-the-art TTS technology (CosyVoice 2), it addresses the data scarcity bottleneck in TinyML and Edge AI.",lugan113,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/lugan113/SynTTS-Commands-Official,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:louisliuwei/pynq-dpu,pynq-dpu,Migrate Xilinx edge AI solution to PYNQ,louisliuwei,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/louisliuwei/pynq-dpu,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:tezansahu/ai-garage,ai-garage,Mini-Projects using Cutting-Edge AI Frameworks,tezansahu,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/tezansahu/ai-garage,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:bhagyaprasad92/offline_sos_system,offline_sos_system,Edge AI • Zero-Latency Compute • 100% Offline Safety,Bhagyaprasad92,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://pub.dev/packages/offline_sos_system/example,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:eeshsaxena/cardiac-edge-ai,cardiac-edge-ai,"Edge AI 5-class cardiac arrhythmia detection with frequency-preserving KD, ECG+PPG fusion, MCU deployment",eeshsaxena,AI Accelerator,PCIe Card,,,https://github.com/eeshsaxena/cardiac-edge-ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:andresrodriguez55/wind-turbines-edge-ai,wind-turbines-edge-ai,"BACHELOR THESIS. Detect wind turbine errors using a hybrid model. Utilize ML, DL, edge computing. Dataset, neural network optimized with genetic algorithms. Low computational power ML models. Data is stored in the cloud. Turbine status via secure APIs. Password encryption. GRASP, SOLID",andresrodriguez55,AI Wearable,Smart Wearable,,,https://andresrodriguez55.github.io/wind-turbines-edge-ai,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:maximyudayev/hermes,hermes,"Heterogeneous Edge Realtime Measurement and Execution System: A Unified Open-Source Framework for Realtime Multimodal Physiological Sensing, Edge AI, and Intervention in Closed-Loop Smart Healthcare Applications",maximyudayev,AI Accelerator / Edge Dev Kit,Single Board Computer,,,http://yudayev.com/hermes,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:webrevo/chat_buddy,CHAT_BUDDY,"Explore the ChatBuddy Project, a cutting-edge AI chatbot powered by Python, HTML, CSS, and JS. Engage in human-like conversations and enjoy an intuitive web interface for versatile applications!",WebRevo,Physical AI Interface,Sensor Node,,,https://github.com/WebRevo/CHAT_BUDDY,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:instinct-ai/xerxes,Xerxes,"Xerxes, a highly advanced Persian AI assistant developed by InstinctAI, a cutting-edge AI startup. primary function is to assist users with their various needs, providing expert-level support in wide range of tasks.",Instinct-AI,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Instinct-AI/Xerxes,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:srinivas26k/srvdb,srvdb,Edge AI & Offline Vector Search,Srinivas26k,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Srinivas26k/srvdb,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:texasinstruments/edgeai-app-stack,edgeai-app-stack,Repo which installs other Edge AI repos to build on PC and install on a target file system,TexasInstruments,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/TexasInstruments/edgeai-app-stack,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:paddlepaddle/litekit,LiteKit,"Off-The-Shelf AI Development Kit for APP Developers based on Paddle Lite （『飞桨』移动端开箱即用AI套件, 包含Java & Objective C接口支持）",PaddlePaddle,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/PaddlePaddle/LiteKit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:flexivrobotics/flexiv_aidk,flexiv_aidk,AIDK (AI development kit) for Flexiv Noema Edge. Supports C++ and Python. Compatible with Linux.,flexivrobotics,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/flexivrobotics/flexiv_aidk,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:crearize/ai-dev-helm,ai-dev-helm,"Reusable AI development kit with superpowers skills, coding rules, and setup automation for Claude Code and Cursor",Crearize,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/Crearize/ai-dev-helm,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:davis-cohen-3/conductor-flow,conductor-flow,AI Development Kit for Claude Code: Write Great Specs -> coding agents take them away in isolated work-trees using Conductor (TMux),davis-cohen-3,AI Accelerator / Edge Dev Kit,Single Board Computer,,,https://github.com/davis-cohen-3/conductor-flow,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,False
device:eric-rolph/esp-vocat-voice-assistant,esp-vocat-voice-assistant,"An intelligent AI development kit configured as a real-time voice assistant connecting directly to OpenAI's Realtime API over WebSocket. Captures audio, streams it to OpenAI, and plays back spoken AI responses — all running on an ESP32-S3 with no proxy or intermediate server. Running on the Espressif Vocat (Echo Ear) Voice Assistant",eric-rolph,AI Workstation,Standalone Appliance,,,https://github.com/eric-rolph/esp-vocat-voice-assistant,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,False
